Security,CO3 Comdty                                                      ,
11/22/2021,78.35,136785
11/19/2021,77.37,210802
11/18/2021,79.55,143895
11/17/2021,78.49,177515
11/16/2021,80.48,116720
11/15/2021,80.14,98986
11/12/2021,80.2,87501
11/11/2021,80.9,120006
11/10/2021,80.54,114600
11/9/2021,82.46,130915
11/8/2021,81.37,95260
11/5/2021,80.73,123431
11/4/2021,78.52,139044
11/3/2021,79.72,121705
11/2/2021,82.24,101232
11/1/2021,82.15,117611
10/29/2021,82.55,133748
10/28/2021,82.56,130598
10/27/2021,82.76,151259
10/26/2021,84.52,137539
10/25/2021,84.09,140468
10/22/2021,83.57,153142
10/21/2021,83.03,116215
10/20/2021,84.28,97634
10/19/2021,83.49,101836
10/18/2021,82.84,99439
10/15/2021,83.3,80038
10/14/2021,82.56,91683
10/13/2021,81.83,95105
10/12/2021,81.96,88727
10/11/2021,82.12,86254
10/8/2021,80.9,73874
10/7/2021,80.51,93445
10/6/2021,79.63,99531
10/5/2021,81.05,99225
10/4/2021,79.69,70973
10/1/2021,77.76,66411
9/30/2021,77.53,177955
9/29/2021,77.34,121860
9/28/2021,77.54,144825
9/27/2021,77.88,130533
9/24/2021,76.36,99028
9/23/2021,75.6,103847
9/22/2021,74.52,101707
9/21/2021,72.76,78908
9/20/2021,72.26,109586
9/17/2021,73.76,89800
9/16/2021,74.23,88280
9/15/2021,74.07,97471
9/14/2021,72.33,105401
9/13/2021,72.28,81429
9/10/2021,71.63,77001
9/9/2021,70.17,121265
9/8/2021,71.14,144274
9/7/2021,70.48,82793
9/6/2021,71.04,36755
9/3/2021,71.4,74538
9/2/2021,71.84,80324
9/1/2021,70.51,69104
8/31/2021,71,154114
8/30/2021,71.53,134486
8/27/2021,71.05,157896
8/26/2021,69.57,181291
8/25/2021,70.59,200151
8/24/2021,69.78,193942
8/23/2021,67.86,168616
8/20/2021,64.28,135137
8/19/2021,65.53,214959
8/18/2021,67.26,180531
8/17/2021,68.12,120192
8/16/2021,68.68,124144
8/13/2021,69.74,89257
8/12/2021,70.44,108601
8/11/2021,70.6,149001
8/10/2021,69.76,132579
8/9/2021,68.16,187534
8/6/2021,69.87,163045
8/5/2021,70.26,129780
8/4/2021,69.32,182406
8/3/2021,71.12,136119
8/2/2021,71.49,120920
7/30/2021,74.59,103253
7/29/2021,74.36,95621
7/28/2021,73.11,90702
7/27/2021,72.69,97513
7/26/2021,72.88,85839
7/23/2021,72.66,79135
7/22/2021,72.41,112770
7/21/2021,70.98,97211
7/20/2021,68.2,110536
7/19/2021,67.49,139774
7/16/2021,72.32,90528
7/15/2021,72.07,81518
7/14/2021,73.22,101083
7/13/2021,74.93,67239
7/12/2021,73.65,71452
7/9/2021,73.92,72386
7/8/2021,72.48,66536
7/7/2021,71.73,80952
7/6/2021,72.72,94870
7/5/2021,75.3,54437
7/2/2021,74.52,58904
7/1/2021,74.17,101550
6/30/2021,73.79,134488
6/29/2021,73.55,95647
6/28/2021,73.39,132619
6/25/2021,74.56,95443
6/24/2021,74.01,100338
6/23/2021,73.69,99185
6/22/2021,73.22,123713
6/21/2021,73.13,120165
6/18/2021,71.92,84895
6/17/2021,71.52,115104
6/16/2021,72.84,116923
6/15/2021,72.59,87958
6/14/2021,71.63,74603
6/11/2021,71.47,83982
6/10/2021,71.37,98038
6/9/2021,71.17,78456
6/8/2021,71.25,74287
6/7/2021,70.58,63537
6/4/2021,70.92,54032
6/3/2021,70.34,64281
6/2/2021,70.4,67124
6/1/2021,69.33,72369
5/31/2021,68.45,16493
5/28/2021,68.34,121520
5/27/2021,68.81,134619
5/26/2021,68.32,119662
5/25/2021,68.08,122003
5/24/2021,68.01,143580
5/21/2021,66.02,150867
5/20/2021,64.77,194856
5/19/2021,66.15,161799
5/18/2021,68.11,194853
5/17/2021,68.69,100352
5/14/2021,67.96,123401
5/13/2021,66.56,100071
5/12/2021,68.8,114740
5/11/2021,68.04,133019
5/10/2021,67.73,114391
5/7/2021,67.61,90077
5/6/2021,67.3,87031
5/5/2021,68.1,81978
5/4/2021,68,65755
5/3/2021,66.7,34479
4/30/2021,66.28,122853
4/29/2021,67.58,110527
4/28/2021,66.38,163094
4/27/2021,65.47,130931
4/26/2021,64.61,133652
4/23/2021,64.93,81784
4/22/2021,64.24,94898
4/21/2021,64.17,103938
4/20/2021,65.37,108635
4/19/2021,65.93,55273
4/16/2021,65.81,73374
4/15/2021,65.99,93682
4/14/2021,65.74,108989
4/13/2021,62.93,72703
4/12/2021,62.5,76662
4/9/2021,62.17,68422
4/8/2021,62.33,96611
4/7/2021,62.51,106313
4/6/2021,62.18,95256
4/5/2021,61.58,60564
4/1/2021,64.12,149498
3/31/2021,62.31,149208
3/30/2021,63.61,113393
3/29/2021,64.37,102913
3/26/2021,63.95,133210
3/25/2021,61.4,153345
3/24/2021,63.82,167470
3/23/2021,60.56,228147
3/22/2021,64.1,116762
3/19/2021,63.9,241767
3/18/2021,62.61,256689
3/17/2021,66.98,192306
3/16/2021,67.18,113327
3/15/2021,67.58,95895
3/12/2021,67.92,113615
3/11/2021,68.19,121919
3/10/2021,66.65,124527
3/9/2021,66.35,125371
3/8/2021,66.93,129783
3/5/2021,67.83,131929
3/4/2021,65.47,165671
3/3/2021,62.95,135266
3/2/2021,61.58,126594
3/1/2021,62.33,75364
2/26/2021,63.73,169242
2/25/2021,65.48,151639
2/24/2021,65.53,160986
2/23/2021,63.84,182886
2/22/2021,63.69,167888
2/19/2021,61.51,173459
2/18/2021,62.45,237172
2/17/2021,62.91,216893
2/16/2021,62.17,136329
2/15/2021,62.12,129360
2/12/2021,61.32,160212
2/11/2021,60.23,104486
2/10/2021,60.6,141363
2/9/2021,60.26,158231
2/8/2021,59.87,136178
2/5/2021,58.72,95503
2/4/2021,58.21,119679
2/3/2021,57.82,114821
2/2/2021,56.88,162791
2/1/2021,55.81,93756
1/29/2021,54.81,106445
1/28/2021,54.9,115898
1/27/2021,55.34,117850
1/26/2021,55.42,90550
1/25/2021,55.5,75104
1/22/2021,55.07,123682
1/21/2021,55.79,90420
1/20/2021,55.8,125169
1/19/2021,55.72,109741
1/18/2021,54.7,47695
1/15/2021,55.09,134908
1/14/2021,56.3,130834
1/13/2021,55.94,139960
1/12/2021,56.29,103580
1/11/2021,55.4,88919
1/8/2021,55.58,128295
1/7/2021,54.13,98382
1/6/2021,54,143549
1/5/2021,53.43,130073
1/4/2021,51.16,85539
12/31/2020,51.78,30374
12/30/2020,51.68,78054
12/29/2020,51.32,61222
12/28/2020,50.99,35366
12/24/2020,51.42,34579
12/23/2020,51.3,63691
12/22/2020,50.23,73485
12/21/2020,51.02,87476
12/18/2020,52.25,75437
12/17/2020,51.58,86092
12/16/2020,51.04,68556
12/15/2020,50.66,68586
12/14/2020,50.22,69408
12/11/2020,49.84,67907
12/10/2020,50.04,70968
12/9/2020,48.74,74866
12/8/2020,48.83,74561
12/7/2020,48.82,68684
12/4/2020,49.16,68781
12/3/2020,48.54,80512
12/2/2020,48.16,64308
12/1/2020,47.41,55073
11/30/2020,47.95,141348
11/27/2020,48.31,75538
11/26/2020,47.82,69524
11/25/2020,48.54,191999
11/24/2020,47.78,172771
11/23/2020,46.03,130551
11/20/2020,45.14,109681
11/19/2020,44.52,92237
11/18/2020,44.66,83813
11/17/2020,44.18,89351
11/16/2020,44.19,76276
11/13/2020,43.19,85346
11/12/2020,44.05,103243
11/11/2020,44.34,129903
11/10/2020,44.19,100775
11/9/2020,43.08,136072
11/6/2020,40.22,81232
11/5/2020,41.66,77863
11/4/2020,41.99,71842
11/3/2020,40.6,103841
11/2/2020,39.94,103466
10/30/2020,38.4,116878
10/29/2020,38.69,168506
10/28/2020,40.03,132556
10/27/2020,41.95,79432
10/26/2020,41.16,94653
10/23/2020,42.35,86993
10/22/2020,43.07,64452
10/21/2020,42.4,63361
10/20/2020,43.86,74047
10/19/2020,43.32,72429
10/16/2020,43.57,56033
10/15/2020,43.81,68181
10/14/2020,43.99,79011
10/13/2020,43.24,60781
10/12/2020,42.57,51489
10/9/2020,43.68,50886
10/8/2020,44.1,57989
10/7/2020,42.85,59069
10/6/2020,43.51,46334
10/5/2020,42.25,43066
10/2/2020,40.26,71197
10/1/2020,41.87,59862
9/30/2020,42.75,95014
9/29/2020,41.98,92385
9/28/2020,43.26,58971
9/25/2020,42.84,65941
9/24/2020,42.91,84452
9/23/2020,42.66,83334
9/22/2020,42.58,63877
9/21/2020,42.41,63579
9/18/2020,44.1,83746
9/17/2020,44.23,81082
9/16/2020,43.27,73858
9/15/2020,41.69,74762
9/14/2020,40.86,63552
9/11/2020,40.96,67979
9/10/2020,41.15,67876
9/9/2020,41.85,68313
9/8/2020,40.89,103169
9/7/2020,43.03,51836
9/4/2020,43.65,58992
9/3/2020,45.05,67353
9/2/2020,45.27,64814
9/1/2020,46.37,41730
8/31/2020,46.03,31101
8/28/2020,46.25,121134
8/27/2020,46.01,119237
8/26/2020,46.58,139433
8/25/2020,46.66,155852
8/24/2020,46.07,106732
8/21/2020,45.39,143496
8/20/2020,45.97,118160
8/19/2020,46.36,110804
8/18/2020,46.49,105217
8/17/2020,46.39,102425
8/14/2020,45.77,88566
8/13/2020,45.82,78750
8/12/2020,46.3,95527
8/11/2020,45.37,83987
8/10/2020,45.73,50530
8/7/2020,45.11,72324
8/6/2020,45.83,100669
8/5/2020,45.97,124278
8/4/2020,45.24,110960
8/3/2020,44.91,91156
7/31/2020,43.85,98382
7/30/2020,43.59,115329
7/29/2020,44.46,85950
7/28/2020,44.03,72405
7/27/2020,44.34,100790
7/24/2020,44.16,96956
7/23/2020,43.95,63696
7/22/2020,44.81,69978
7/21/2020,44.78,70148
7/20/2020,43.7,46349
7/17/2020,43.53,51834
7/16/2020,43.68,67766
7/15/2020,44.08,82274
7/14/2020,43.37,72646
7/13/2020,43.2,58559
7/10/2020,43.68,69312
7/9/2020,42.76,58579
7/8/2020,43.65,44349
7/7/2020,43.45,49653
7/6/2020,43.39,36780
7/3/2020,43.03,27147
7/2/2020,43.26,48874
7/1/2020,42.24,61230
6/30/2020,41.39,99632
6/29/2020,41.95,99136
6/26/2020,40.97,95669
6/25/2020,41.23,98604
6/24/2020,40.72,92072
6/23/2020,42.8,70015
6/22/2020,43.08,68439
6/19/2020,42.15,92371
6/18/2020,41.51,73498
6/17/2020,40.91,64392
6/16/2020,41.35,83734
6/15/2020,40.2,65238
6/12/2020,39.28,80851
6/11/2020,39.18,85138
6/10/2020,42.14,71962
6/9/2020,41.8,67935
6/8/2020,41.24,73659
6/5/2020,42.62,94255
6/4/2020,40.49,52725
6/3/2020,40.24,68205
6/2/2020,39.85,55886
6/1/2020,38.63,62279
5/29/2020,38.17,117139
5/28/2020,36.5,101699
5/27/2020,35.94,96237
5/26/2020,37.19,91130
5/25/2020,36.58,9919
5/22/2020,36.14,96457
5/21/2020,36.83,98568
5/20/2020,36.47,84480
5/19/2020,35.42,84460
5/18/2020,35.49,107681
5/15/2020,33.28,97439
5/14/2020,32.22,112093
5/13/2020,30.73,93952
5/12/2020,31.6,89684
5/11/2020,31.57,88573
5/8/2020,33.06,48004
5/7/2020,31.23,93299
5/6/2020,31.49,104880
5/5/2020,32.85,90134
5/4/2020,29.87,61803
5/1/2020,29.36,77064
4/30/2020,28.31,188975
4/29/2020,26.36,133460
4/28/2020,25.16,134798
4/27/2020,25.62,108334
4/24/2020,27.11,113037
4/23/2020,27.2,135707
4/22/2020,26.68,164706
4/21/2020,25.66,222458
4/20/2020,31.51,126678
4/17/2020,33.47,113619
4/16/2020,33.54,114412
4/15/2020,33.53,123491
4/14/2020,35.76,105128
4/13/2020,36.7,67525
4/9/2020,35.66,154259
4/8/2020,36.32,110124
4/7/2020,36.04,88392
4/6/2020,36.11,90320
4/3/2020,36.39,152000
4/2/2020,33.66,181030
4/1/2020,30.56,111788
3/31/2020,29.66,172447
3/30/2020,29.78,149259
3/27/2020,30.91,137194
3/26/2020,31.29,113728
3/25/2020,32.56,182210
3/24/2020,31.94,115867
3/23/2020,31.21,135235
3/20/2020,30.63,156647
3/19/2020,31.81,131415
3/18/2020,28.31,171343
3/17/2020,31.93,110663
3/16/2020,33.16,135583
3/13/2020,36.77,153817
3/12/2020,36.67,240867
3/11/2020,38.23,237749
3/10/2020,38.82,181250
3/9/2020,35.78,296728
3/6/2020,45.8,202053
3/5/2020,50.28,125692
3/4/2020,51.29,116129
3/3/2020,51.67,107186
3/2/2020,51.65,120053
2/28/2020,49.59,287613
2/27/2020,51.67,273420
2/26/2020,52.8,260803
2/25/2020,54.23,158974
2/24/2020,55.75,216462
2/21/2020,57.72,174342
2/20/2020,58.57,184935
2/19/2020,58.58,170899
2/18/2020,57.52,169378
2/17/2020,57.5,65200
2/14/2020,57.25,154219
2/13/2020,56.54,200026
2/12/2020,56.11,182648
2/11/2020,54.5,148752
2/10/2020,53.95,179075
2/7/2020,55.16,159132
2/6/2020,55.58,227622
2/5/2020,55.56,236481
2/4/2020,54.26,230070
2/3/2020,54.73,240053
1/31/2020,56.42,204438
1/30/2020,57,193452
1/29/2020,58.35,117002
1/28/2020,58.26,145722
1/27/2020,58,136016
1/24/2020,59.19,82926
1/23/2020,60.61,110920
1/22/2020,61.77,90067
1/21/2020,63.13,61022
1/20/2020,63.6,45346
1/17/2020,63.32,90273
1/16/2020,63.17,73720
1/15/2020,62.6,73675
1/14/2020,63.1,87761
1/13/2020,62.89,74769
1/10/2020,63.63,75558
1/9/2020,64.02,84862
1/8/2020,64.14,154028
1/7/2020,66.87,75709
1/6/2020,67.32,87780
1/3/2020,67.05,96937
1/2/2020,64.97,33788
12/31/2019,64.68,28929
12/30/2019,65.99,69402
12/27/2019,66.14,49942
12/26/2019,66.05,27444
12/24/2019,65.46,21660
12/23/2019,64.73,41720
12/20/2019,64.51,63729
12/19/2019,64.84,71645
12/18/2019,64.49,66508
12/17/2019,64.41,80720
12/16/2019,63.71,54130
12/13/2019,63.51,66920
12/12/2019,62.55,79998
12/11/2019,62.1,61095
12/10/2019,62.76,87349
12/9/2019,62.54,58979
12/6/2019,62.62,94429
12/5/2019,61.79,78758
12/4/2019,61.6,74697
12/3/2019,59.61,35624
12/2/2019,59.74,49530
11/29/2019,59.85,95947
11/28/2019,62.61,57684
11/27/2019,62.3,100961
11/26/2019,62.51,137940
11/25/2019,61.93,90629
11/22/2019,61.63,77804
11/21/2019,62.19,106430
11/20/2019,60.78,108597
11/19/2019,59.34,84297
11/18/2019,60.83,66278
11/15/2019,61.71,85850
11/14/2019,60.75,89875
11/13/2019,60.89,100784
11/12/2019,60.6,84730
11/11/2019,60.6,59193
11/8/2019,60.91,91074
11/7/2019,60.7,108561
11/6/2019,60.19,92812
11/5/2019,61.46,69927
11/4/2019,60.71,67105
11/1/2019,60.38,72615
10/31/2019,58.91,116148
10/30/2019,59.57,121838
10/29/2019,60.64,99467
10/28/2019,60.71,51013
10/25/2019,61.2,61066
10/24/2019,60.83,83048
10/23/2019,60.34,89110
10/22/2019,58.93,72631
10/21/2019,58.2,55829
10/18/2019,58.53,52358
10/17/2019,58.87,76837
10/16/2019,58.68,74855
10/15/2019,58.11,90967
10/14/2019,58.72,92733
10/11/2019,59.6,115667
10/10/2019,58.14,71608
10/9/2019,57.33,63035
10/8/2019,57.29,76787
10/7/2019,57.32,55951
10/4/2019,57.23,79751
10/3/2019,56.57,69284
10/2/2019,56.6,63949
10/1/2019,57.68,77858
9/30/2019,58.48,89029
9/27/2019,60.19,90826
9/26/2019,60.86,103253
9/25/2019,60.53,93341
9/24/2019,61.16,74598
9/23/2019,62.69,69687
9/20/2019,62.2,56026
9/19/2019,62.39,90085
9/18/2019,61.8,104593
9/17/2019,62.7,200937
9/16/2019,66.55,279845
9/13/2019,58.61,61288
9/12/2019,58.87,115206
9/11/2019,59.38,92990
9/10/2019,60.84,88653
9/9/2019,61.01,85329
9/6/2019,59.94,101114
9/5/2019,59.46,74337
9/4/2019,59.27,57356
9/3/2019,56.94,68258
9/2/2019,57.31,19778
8/30/2019,58.46,184733
8/29/2019,59.78,204715
8/28/2019,59.23,186606
8/27/2019,58.4,134456
8/26/2019,57.48,98831
8/23/2019,58.16,218960
8/22/2019,58.95,146075
8/21/2019,59.33,151623
8/20/2019,59.08,136696
8/19/2019,58.7,121215
8/16/2019,57.67,111789
8/15/2019,57.34,157937
8/14/2019,58.64,148326
8/13/2019,60.48,168572
8/12/2019,57.93,114599
8/9/2019,57.81,119370
8/8/2019,56.67,143860
8/7/2019,55.63,229190
8/6/2019,58.14,130620
8/5/2019,58.93,163038
8/2/2019,60.8,172045
8/1/2019,59.49,192396
7/31/2019,64.55,108127
7/30/2019,64.18,87551
7/29/2019,63.2,76783
7/26/2019,62.95,79491
7/25/2019,62.88,84419
7/24/2019,62.74,119296
7/23/2019,63.43,100589
7/22/2019,62.72,113367
7/19/2019,62.03,81310
7/18/2019,61.31,115669
7/17/2019,62.8,81062
7/16/2019,63.42,130421
7/15/2019,65.48,95495
7/12/2019,65.98,83087
7/11/2019,65.9,72676
7/10/2019,66.37,97351
7/9/2019,63.68,86931
7/8/2019,63.54,62766
7/5/2019,63.54,47634
7/4/2019,62.69,26706
7/3/2019,63.29,62066
7/2/2019,61.97,86772
7/1/2019,64.53,70499
6/28/2019,64.35,103445
6/27/2019,65.27,84615
6/26/2019,65.29,103255
6/25/2019,63.91,91825
6/24/2019,63.81,77023
6/21/2019,64,74418
6/20/2019,63.35,92708
6/19/2019,60.64,102262
6/18/2019,60.92,98645
6/17/2019,59.53,68258
6/14/2019,60.47,67650
6/13/2019,59.97,123352
6/12/2019,58.74,99446
6/11/2019,60.95,97209
