Security,CO21 Comdty                                                     ,
Start Date,8/17/2004 0:00,
End Date,4/12/2023 0:00,
Period,D,
Currency,USD,
,,
Date,PX_LAST,PX_VOLUME
4/12/2023,76.63,125
4/11/2023,75.54,22
4/10/2023,74.69,14
4/6/2023,75.14,31
4/5/2023,75.25,1032
4/4/2023,75.06,248
4/3/2023,75.16,101
3/31/2023,73.83,74
3/30/2023,73.14,64
3/29/2023,72.65,35
3/28/2023,73.07,124
3/27/2023,72.96,163
3/24/2023,70.74,17
3/23/2023,71.17,33
3/22/2023,71.51,53
3/21/2023,70.79,46
3/20/2023,70.28,664
3/17/2023,69.62,155
3/16/2023,70.21,495
3/15/2023,69.44,902
3/14/2023,71.61,622
3/13/2023,73.6,413
3/10/2023,74.65,30
3/9/2023,74.12,234
3/8/2023,74.88,221
3/7/2023,75.27,63
3/6/2023,77.21,132
3/3/2023,76.87,134
3/2/2023,75.83,161
3/1/2023,75.45,111
2/28/2023,75.22,18147
2/27/2023,74.84,11766
2/24/2023,75.71,17057
2/23/2023,75.54,22901
2/22/2023,74.88,26295
2/21/2023,75.88,10210
2/20/2023,76.66,4362
2/17/2023,75.68,15197
2/16/2023,77.09,9884
2/15/2023,77.12,9707
2/14/2023,77.12,10761
2/13/2023,77.43,7922
2/10/2023,76.96,19169
2/9/2023,75.83,14516
2/8/2023,76.38,12240
2/7/2023,75.53,18114
2/6/2023,74.09,13040
2/3/2023,73.34,16826
2/2/2023,75.29,14448
2/1/2023,75.39,15782
1/31/2023,77.43,11
1/30/2023,76.28,60
1/27/2023,77.22,17
1/26/2023,78.27,66
1/25/2023,78,569
1/24/2023,78.31,60
1/23/2023,79.61,73
1/20/2023,78.97,216
1/19/2023,78.21,257
1/18/2023,77.52,314
1/17/2023,77.7,140
1/16/2023,77.43,51
1/13/2023,78.01,288
1/12/2023,77.28,22
1/11/2023,76.65,11
1/10/2023,75.22,76
1/9/2023,75.35,151
1/6/2023,74.2,40
1/5/2023,73.95,543
1/4/2023,73.53,1351
1/3/2023,75.25,87
1/2/2023,77.38,#N/A N/A
12/30/2022,77.38,1458
12/29/2022,76.26,3277
12/28/2022,77.25,1137
12/27/2022,77.46,1761
12/23/2022,77.25,117
12/22/2022,74.97,30
12/21/2022,75.75,275
12/20/2022,74.96,80
12/19/2022,74.43,9
12/16/2022,74.26,44
12/15/2022,75.04,4
12/14/2022,76.55,59
12/13/2022,75.76,325
