Date,result_5,result_10,pca_0,pca_1,pca_2,pca_3,pca_4,contago,contago_next,status_change,result_10_ma
2011-11-29,0.01945023886501218,0.038522165938118524,1.829237253370972,0.1199172342789701,0.0863316672800266,-0.1603396899100346,-0.0488979150958617,0,0.0,0,0.044190670246609234
2011-11-30,0.019115674460342902,0.037865939910612045,1.3489524421814911,-0.2000412606947222,0.1436562057758095,-0.0986300304699531,-0.040944080809433,0,0.0,0,0.044078418427227414
2011-12-01,0.020742912180144568,0.04105555595457666,0.8539700183878939,-0.2391114417752477,0.1672253172424206,-0.1578071954954785,-0.0570572227785788,0,0.0,0,0.0447398923028953
2011-12-02,0.019709159628825024,0.03902986828437527,0.931942838639762,-0.2846984853758196,0.0961138166308385,-0.0905668438828946,-0.0413496576496365,0,0.0,0,0.044591808924579056
2011-12-05,0.01946193768097615,0.03854510834365432,0.9449440969926872,-0.2732843474875485,0.10357240305484,-0.070116227694526,-0.0418508760499179,0,0.0,0,0.039003727686267364
2011-12-06,0.03703972666474775,0.07270751197809666,1.0510925725137168,-0.301275536073045,0.0813386889599216,-0.0596403704448942,-0.046939415919088,0,0.0,0,0.04584079689426299
2011-12-07,0.025748649254216494,0.050834305570016225,0.8665932949624572,-0.2654576175029723,0.1119484370701973,-0.0843178984980779,-0.0379411495152193,0,0.0,0,0.04843447002614383
2011-12-08,0.018937604247797335,0.037516575640948346,0.674635961217234,-0.2326332218649112,0.0873044538674973,-0.1082754423600548,-0.0368017110771874,0,0.0,0,0.04772667396341816
2011-12-09,0.021823403386186158,0.04317054583701596,0.620011440802265,-0.2718798580985379,0.1416198458603433,-0.0643800322908192,-0.0261612923599964,0,0.0,0,0.0485548094739463
2011-12-12,0.019313219450462826,0.03825343845538387,0.595171400252432,-0.1807624638164828,0.0967000024435421,-0.0691903332823926,-0.0298723813644225,0,0.0,0,0.04849647549629221
2011-12-13,0.021182291993191882,0.041915894492299266,0.8217249645064613,-0.0514639562680936,0.1923376546301617,-0.1146245546205902,-0.0434440694702493,0,0.0,0,0.04233815199913273
2011-12-14,0.01908430591264576,0.037804401093123996,0.9433329585296408,0.2915804780114779,0.2681364836352428,-0.0575579311096967,-0.0367576594663603,0,0.0,0,0.03973217110375429
2011-12-15,0.0268463293693868,0.05297193333816441,1.2821006019272034,0.8339299419338142,0.5979920695782287,0.0042709190700738,-0.0429176466268423,0,0.0,0,0.0428232426431975
2011-12-16,0.021543374686264993,0.04262263237965702,0.8081994688867461,0.0884446303401096,0.147529643463565,-0.0541398487212259,-0.0255689446124583,0,0.0,0,0.04271365995172571
2011-12-19,0.019867672925071522,0.039340621422685684,1.0566470640193366,0.2211463173867913,0.2348684991417574,-0.0795763870198071,-0.0356662037323787,0,0.0,0,0.04293109654518608
