Date,pca_0,pca_1,pca_2,pca_3,pca_4
2023-04-12,1.9099632299293494,-0.351057338064546,-0.05693562267718822,-0.028623743871541398,-0.04039574295088926
2023-04-11,1.717434986123674,-0.4710070900047526,-0.04794341378162244,-0.0006855509571837077,-0.015009563464885562
2023-04-10,1.609086745342061,-0.4670922968764677,-0.05526365247709218,0.0094630049673129,-0.02207954692858746
2023-04-06,1.7294512416749153,-0.458372258942981,-0.06214042934819454,0.008792544172086768,-0.004786048750775174
2023-04-05,1.6359775719466236,-0.5026868012318716,-0.07406963964321699,0.019104118249995937,-0.0033452871383396247
2023-04-04,1.649675341369154,-0.4883612054838423,-0.07008253504779595,0.02615883131185407,-0.0011738897954657948
2023-04-03,1.6238640354275322,-0.4732466517058973,-0.0867145835494408,0.020498873654857176,-0.006906618363107738
2023-03-31,0.7218280893293147,-0.6041697819544019,-0.05240009507698288,0.041366992768222206,0.014946545173309428
2023-03-30,1.0172208281331614,0.01897676410551029,0.32369105956288974,0.16427392063942184,0.016401169757121425
2023-03-29,0.9668294695543381,0.0914980844394165,0.3103841908223024,0.1551017343188504,0.023541618286783566
2023-03-28,0.9029031132559013,-0.045340728388118395,0.21253012791740478,0.130102811136612,0.017887933450539708
2023-03-27,0.7592114184297485,-0.15428616937655068,0.2016739331968692,0.14102888826635454,0.018605510598409085
2023-03-24,0.6733788501098071,-0.033756637592926304,0.18616360378537,0.1505128559150332,0.012738486587421874
2023-03-23,0.7484355582806673,-0.06606379416156062,0.18611564223875116,0.13354213132676876,0.019650235125857247
2023-03-22,0.793881985864549,-0.19919268302861418,0.13957888998864731,0.1160510109420901,0.010720412983973185
2023-03-21,0.7021865830640123,-0.14752733246494068,0.11093454539948182,0.12266439186187812,0.003192798594488376
2023-03-20,0.5166406089004771,-0.07486198486846228,0.1052249925755247,0.09975000964285131,0.01236496592184195
2023-03-17,0.5083040090723001,-0.08982869379188833,0.034029333238781705,0.09407479088663265,0.01613637911844721
2023-03-16,0.7611495045142926,0.011932967281172954,0.0833644685104747,0.052315566524921774,0.00838287874129537
2023-03-15,0.7328952908391839,0.04142411719755764,0.07063432640731242,0.04284998385105373,0.014743838525411496
2023-03-14,0.9553848178670558,-0.07373583434497126,0.11135335469999195,0.017171117148558235,0.013613187856706307
2023-03-13,1.1629456629843915,-0.10385695155149671,0.14655002117906882,-0.001400354190543762,0.006155831574352061
2023-03-10,1.335754069155279,-0.13485645017831657,0.18722792893632365,0.0013653276564294528,0.014012949119902246
2023-03-09,1.2074948770680012,-0.16590556279907634,0.11014526179931722,0.011754957256926218,0.0028805453418735733
2023-03-08,1.222106713323921,-0.22583025375740914,0.126040434991689,-5.711057907546439e-05,0.004421338989090073
2023-03-07,1.2433832280577808,-0.2276360484317792,0.15021833097901802,-0.008243672816373792,0.0006811510161316398
2023-03-06,1.4320441965274437,-0.2438055898600319,0.14003944632821644,-0.024174296857835443,-0.006196470516384473
2023-03-03,1.4551946763989296,-0.22967597287144545,0.11610923975033108,-0.02210838497117826,0.018821294201331842
2023-03-02,1.4951395413846276,-0.1320454602606913,0.12122500818429438,-0.03144757428722486,0.016927980538793574
2023-03-01,1.487519194115283,-0.16966688208933425,0.10093098336354783,-0.02118125772982654,-0.00012916359511011647
2023-02-28,1.442168906526936,-0.27937795076149413,-0.030241268394911477,-0.11153651686583689,-0.011503530459831319
2023-02-27,1.258042207736139,-0.2160613139632275,-0.017646476384593785,-0.07833749522182294,-0.010995975216583471
2023-02-24,1.2090679633231924,-0.2541666742995643,-0.05244866153215436,-0.09579421031651794,0.00076792184455771
2023-02-23,1.067198300039534,-0.26439865852862465,-0.07009860832708084,-0.07139805390712166,-0.010146970883231368
2023-02-22,0.8688694932400686,-0.2927786707428259,-0.06562402927846649,-0.061985259610084525,0.0029880865834399093
2023-02-21,1.1399180223350474,-0.30386088075843665,-0.03867130021544011,-0.08282337635952347,-0.009095402624195129
2023-02-20,1.1806035499250591,-0.3147293670794985,-0.039315483202271795,-0.0912459017091895,0.0031065195810329417
2023-02-17,1.1780936331077225,-0.2648890214566319,-0.02949982696212465,-0.08747896982806773,-0.007444774498254398
2023-02-16,1.3051150441064032,-0.32948756498719683,-0.033184995450585675,-0.09683721618375832,0.007693104119865194
2023-02-15,1.3347274489819174,-0.3619099060855618,-0.03791756394960948,-0.08751722305597293,-0.0019814697514232136
2023-02-14,1.31601133943899,-0.42303118236257536,-0.03179029415057973,-0.08583926449379424,-0.003679272597643488
2023-02-13,1.4894114013150341,-0.40792732629298767,-0.015569206758271828,-0.09023143123227088,-0.0074269580107341835
2023-02-10,1.5478357179829991,-0.40507996587633915,-0.0296850643357331,-0.1104422493456699,-0.007301085478512931
2023-02-09,1.4324999707236081,-0.32084073345584324,0.021331950157658975,-0.05706211150337126,-0.013155829150731562
2023-02-08,1.4201315315264194,-0.3727833940133052,0.014624648923732556,-0.08233837049728349,-0.009555472750375257
2023-02-07,1.2895964829273594,-0.3807018184794043,0.005608064805505651,-0.07308580886920277,-0.002491667822855837
2023-02-06,1.0810891419591309,-0.2897412722169701,-0.010352983426991912,-0.06707960707681425,0.002647477080839534
2023-02-03,1.0308520956875415,-0.3272897632710438,-0.0165630624692385,-0.04154912547159959,0.008758393940776859
2023-02-02,1.0000844520665233,-0.4462663431976862,0.0026667363301924457,-0.03818791987531484,-0.0013584497666277496
2023-02-01,1.1757153739763206,-0.3944521132331827,0.007376079645707874,-0.05562743537566756,0.0023874347241859993
2023-01-31,0.6560007149534964,-1.4275822442476536,-0.4499667688622511,-0.18698043196960448,-0.013627834817512487
2023-01-30,1.3784365992204224,-0.4528573824241893,0.16476979681140705,-0.006411586148421113,-0.0016391626803525638
2023-01-27,1.4233853574582136,-0.6558622953674648,0.13719687734666766,-0.018387194922150633,0.016537124529913443
2023-01-26,1.2553239587485032,-0.6918170858633098,0.19527524942159072,0.02086451904087329,0.01458765731836066
2023-01-25,0.9774610604962006,-0.8062185942080082,0.11219995348531445,-0.018855557960820914,0.019358384944853983
2023-01-24,0.893475397251486,-0.8211463755369598,0.11282563399878993,-0.019927227850107764,0.010777911572592332
2023-01-23,1.0934525161491901,-0.7499235458388123,0.11234283571317501,0.014051324513377445,0.02093119030024845
2023-01-20,1.0752637456355618,-0.8300273070950747,0.07779967004571146,0.034267200506205825,0.01988948381183125
2023-01-19,0.9317649172470145,-0.8595271204888594,0.061533862136796215,0.01756012825284953,0.024679011305450572
2023-01-18,0.7992712838434308,-0.9279555095754755,0.03776743323597204,0.04098329194963283,0.013041716567186263
2023-01-17,1.0042047770297216,-0.8783897200421318,-0.01343861992332918,-0.00617920384209254,-0.007163552797769192
2023-01-16,0.8492277401474201,-0.7605039674245164,-0.09880286331054873,-0.011147855116989725,0.018857214110371116
2023-01-13,0.8577599633872507,-0.8644703928490762,-0.08825811405736923,-0.038246331746101654,0.01728502206948026
2023-01-12,0.8231728327857577,-0.6958999496588301,-0.07831057600238078,-0.037390334116446655,0.016545230116140352
2023-01-11,0.6942459887178272,-0.671420482764993,-0.06135668057398736,0.0031548250853398394,0.025457560720761253
2023-01-10,0.4737251595638598,-0.57034382835217,0.018983372004296218,0.018182697219302667,0.0158752943618251
2023-01-09,0.3305667620888426,-0.5462110151620091,0.0036436628865321456,0.010250560775037944,0.003615651640396258
2023-01-06,0.3723938809607914,-0.5045599773961625,0.022464714109931044,0.018332219518863047,0.006127774878082042
2023-01-05,0.4605158261892808,-0.5198102768462977,0.061820883069889775,0.013208488160586073,0.008278708774784857
2023-01-04,0.3900776530033211,-0.5092116463992504,0.026140606887860175,0.03527926890464811,0.006448230526022336
2023-01-03,0.8945706536768883,-0.6363009569147945,0.029464413441226307,0.04489187067675199,0.0045310835871513805
2023-01-02,1.343760090684554,-0.517923117352125,-0.012916915361097417,0.06828661975406973,0.013681139569206632
2022-12-30,1.343760090684554,-0.517923117352125,-0.012916915361097417,0.06828661975406973,0.013681139569206632
2022-12-29,0.3727031440701346,-1.5272702861910512,-0.532852966438697,-0.047951356672357504,-0.02634270421106891
2022-12-28,0.4830075197162652,-1.1643413061313668,-0.23783418813582208,0.026017565473144308,-0.005081802964880995
2022-12-27,0.7082747458949639,-0.9117667414824475,-0.05610109228665548,0.045291174212490445,0.006373597115356455
2022-12-23,0.6349858280383288,-1.0654197611371108,-0.20778448635371102,-0.02381075992774269,-0.011686517513023032
2022-12-22,0.5373347897242683,-1.0809795673665625,-0.29338302978913017,-0.08907026149390548,-0.017640963863777764
