0,1,2,3,4,5,6,7,8,9,10,11
0.32754426574333034,-0.7106584071325556,-0.5922290775036834,-0.15378126011530002,0.03887963292020097,0.053249951960207834,0.07881267009253608,0.01020983911823443,-0.002661227372391707,0.02549230409447134,0.044373490105392425,0.0025727032381687395
0.32182446065856973,-0.3079329380870766,0.31600647626032036,0.44870264640919866,-0.20404589002219375,-0.09965976930007014,-0.37706127384089005,-0.028054995031901835,0.02807836987296078,-0.17412088934567488,-0.4420325610741318,-0.2817513414167593
0.3117973813896426,-0.17091422004140527,0.33926732273850213,0.22462822768841165,-0.047133424277190056,-0.06274682348217545,-0.13750282583512358,0.004508759147405185,0.0017679626286744021,0.15019869731833024,0.5043500238728704,0.6371756154171125
0.30357368337923285,-0.0632802061289092,0.33384113147404426,0.0055627751528175284,0.13734237028711638,-0.02495446578578795,0.818731005419994,-0.20172817835306223,-0.03094216914390668,-0.12512745193407065,-0.20962258249668558,0.03607624388343185
0.295904793936741,0.017473021087015428,0.23189166655724316,-0.11812486466288297,0.09569700711741108,0.03274664089531545,0.0023586121265048027,0.05218600369204093,-0.00026253475876240363,0.2651871451324227,0.5296518154057592,-0.6932483535247389
0.2879714887988094,0.0794412104278795,0.1579803577592719,-0.332183843452476,0.26755874029531523,0.12919122507233968,-0.10059378360175995,0.7657748424789119,-0.09736336030004476,-0.16131770250245667,-0.20312235958657598,0.11784577881922421
0.28149145110897655,0.1397608747680031,0.056513111542484604,-0.4053242696278514,0.200113724145808,0.1755928429309234,-0.3450470339808915,-0.5699459896417359,-0.437269791109353,-0.09277902465657209,-0.10984045817347238,0.08423767434172932
0.27585161755569526,0.18340424536193842,-0.02935487863677165,-0.1870073768467847,0.016819275551550085,0.05457831725756722,-0.08544554526513415,-0.12711298726483158,0.6533451154487125,0.5392378200495351,-0.3147159220202786,0.10503136899468232
0.269296193028929,0.22338506953583145,-0.10044224185380281,-0.24487001394892213,-0.862648287719893,-0.07820898133992615,0.11928019986786821,0.09527700646147512,-0.1832056502254527,-0.005015902817421987,0.007416338738954101,0.017321798511315774
0.2649211672851878,0.2579184304910034,-0.18932410873536376,0.028410468577749023,0.04353383646637874,0.006911829185169187,-0.05676933306658133,-0.11159260062520496,0.494760418784236,-0.7037085965229003,0.2619709987027959,-0.020074523547352216
0.25902162612050883,0.29271177997014985,-0.30648007521839304,0.1903492425411416,0.256047576278809,-0.7647483842124291,-0.005766783050474122,0.04420548679537924,-0.21430451734457168,0.1282943673788032,-0.04782827375494561,-0.0018688171654903246
0.25328746035601085,0.32409328130675885,-0.31654878240688644,0.5513329750357805,0.05547567670462567,0.5831754625755862,0.09175524069201438,0.06912826524539027,-0.21545525780464267,0.15294489382520413,-0.02134264017148832,-0.0005453204592996627
