Date,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5
2003-04-14,0.024547974094424222,-0.028867430158038228,0.004340259019312656,0.0018019229650959804,0.0008167253028978932,0.00019317917338065128
2003-04-15,-0.031639145710687745,-0.00024432864992459833,0.0028924576823292384,0.002372164275576484,-0.00032675149402208145,-0.0004340252375056269
2003-04-16,0.019342019689800708,0.0001712620952381636,0.001096531270821775,-0.00030265082440378125,-0.00040076377459725445,0.0006329105298437329
2003-04-17,-0.08793045045431859,-0.0057304530902803465,-0.0018373306243177426,0.00033966838459032785,-0.000719411117623812,-0.00019304787183649515
2003-04-22,0.06553821588115995,-0.012678487369642834,0.007063574233314946,-0.0017733545334255548,0.0002104077605714894,-0.0011160869121536062
2003-04-23,0.11450791448507382,0.02023330301028233,-0.006126000027968436,0.00048175195563025954,0.0002347864616395654,0.0007023128542807349
2003-04-24,-0.045261686991938596,0.02332823646683712,-0.008025925147557612,0.0012735588607400334,0.0004882979072145964,0.00028531536013375085
2003-04-25,0.021017933921121553,-0.0004927299107179254,0.005922224658765422,-0.00039957757643840566,3.191869789043183e-05,-0.0006387791433912719
2003-04-28,0.06948244850755933,0.004520266659371561,-0.0013705241250113775,-0.0014194209168334978,0.0007742326583019056,0.0006123979624968636
2003-04-29,0.028177019579899234,0.007604343722753714,-0.007188425843355879,-0.0012156412408177886,-0.0002611370909527196,0.0003040399211683636
2003-04-30,-0.04749281155647229,-0.00717613907578509,0.0044768082450895065,0.00015088627612037627,-4.592266153904996e-05,-0.00020034383886090762
2003-05-01,-0.004397985363792419,-0.0029511334487857914,-0.004214058761745047,0.0011093334402942417,-0.00012264270367842131,3.4010353895238304e-05
2003-05-02,0.04210380142542527,0.0009298414787548457,-0.0029609895754338653,-6.731961700878664e-05,-0.00021649662082638755,5.388120039349337e-05
2003-05-06,-0.03319585473702325,0.006733972119126618,0.007156861738279072,-0.0017929335706616046,0.0003393552249052803,-3.9387802720961676e-05
2003-05-07,-0.06117138959668185,-4.185968691884456e-05,-0.004083930957018991,-0.0011319849650105462,-0.00025212318430058026,0.00023155058413266844
2003-05-08,-0.044640150929037226,-0.012793787503944951,0.0026077445831111414,5.915133413948856e-05,0.00011951643605751774,-7.860096394512847e-05
2003-05-09,-0.03627635990875807,-0.011229457932073821,0.0023686571618059035,0.0014417296016113882,-0.0009094172682226989,-0.0006274896644355543
2003-05-12,0.04996057570075829,-0.006507814819326192,-0.004865330390672809,-0.002529694727482436,0.0007242736904830778,0.0009391521285064082
2003-05-13,-0.10135062375019725,-0.006269840072707819,-0.003776708769309297,0.0005775526865082223,-0.0003344476870682044,0.00015699993486573317
2003-05-14,-0.06665848537042797,-0.01695859394295029,0.002420066353019728,0.0004888528281353021,-0.00036668461981122463,-0.0003159325341069922
2003-05-15,0.05136150841073929,-0.014503915895838966,-0.00800135440572744,-0.004376793723069832,0.001349414700059475,0.0011595037100797059
2003-05-16,0.014728206205924984,0.009453307949571032,0.019124621026648893,0.005143799669530368,0.0006830533130158039,-0.0013125699058798299
2003-05-19,0.05153753566098718,0.007245732261705573,-0.006297825422373947,0.0036704201246642856,-0.0018280662747218784,-0.000831468536746791
2003-05-20,-0.022800476534871238,0.007663819479618913,0.0004334132054452879,0.00037759567886180167,-0.0009198726367946127,-0.00019567693630061304
2003-05-21,-0.03679666023136339,-0.019990841183756908,0.007899964119994043,0.00024922585946020293,0.00022288814430019213,-0.00032502783790913355
2003-05-22,0.016873274098543733,0.0041513745345674235,0.0016175060910612782,-0.0008594042893684573,0.0012250982097448218,0.0005189386157844837
2003-05-23,-0.015233906584506324,-0.010933331050811715,0.004545216881537746,-0.0019048844912804006,-0.0006263798791472879,-0.00017723316300163278
2003-05-27,-0.018328026143981466,0.0027339330264056047,0.00023249265503811503,0.0013431323800652943,0.0006301191112191631,-0.0002669981108808269
2003-05-28,0.08112354657712044,0.002457927144095758,0.001538294633475418,-0.0018184870513673962,0.0008688835177855101,0.0007378233730969959
2003-05-29,-0.030307889044706573,-0.010466860323498752,0.000214291436822817,0.0010945627559112259,-0.00022826142239192336,-0.00024188595134721724
2003-05-30,-0.02580847283870613,-0.0026159803848565264,-0.0011496711295267022,-0.0006487280009921138,2.8057429184043504e-06,0.0003927030446641173
2003-06-02,-0.08081657722998344,-0.02195655502283006,0.005150962333401128,-0.003595296696944245,-0.0008062951366992023,-0.0003175796504753959
2003-06-03,0.006959997039330335,0.0014940553646620198,0.0005834955263183166,0.0006982119320540274,0.00021184596232511028,-1.2284985998133463e-05
2003-06-04,0.05213769543341241,0.0007354805724521095,-0.0004189186575221966,0.0009752679877869248,0.0013294199653893623,0.0004971896058742246
2003-06-05,-0.05663161307633356,-0.008151564510919217,0.0024842575452507735,-0.0019470938892277162,0.00017316349523240803,0.00042655722791597195
2003-06-06,-0.051980417882572634,0.00522073926461531,0.0017424447676255305,0.0005526404814105185,0.00011004879502809079,-0.00031201493720301056
2003-06-09,-0.022858612195760186,0.000731799315826793,0.0083757046381919,-0.00364336626318944,-0.00011351078399899237,-0.0006943925304519392
2003-06-10,-0.010756329611436488,-0.0023452158831189372,-0.005474482238682861,0.0005774539065346132,-0.00012035078239809088,0.00031917480719281484
2003-06-11,-0.016648494570973723,-0.011835901792428986,0.005415076171695131,-0.001411570176314321,-0.00042590421191720243,-7.4299215157168245e-06
2003-06-12,0.07332699155519956,-0.003861680096514245,-0.0020518086993632366,-0.000152645976981733,0.0005430309541323143,0.0012246312138812503
2003-06-13,0.0819470577324432,-0.0017463742077448246,-0.021289241346036734,0.001489792517518979,-0.0009799631882866592,-0.0004263273583025014
2003-06-16,-0.009252982379839694,0.032120304063769076,0.014500919511850254,0.009277981299563207,-0.00010314480199335294,-0.0004569653221130312
2003-06-17,-0.013536827599972757,0.005014960720015048,0.0010688518856624377,-0.0034897535400144996,0.0001148031757947397,0.00032855042867162363
