,start_5day,end_5day,start_end_5day,start_10day,end_10day,start_end_10day,start_30day,end_30day,start_end_30day,start_60day,end_60day,start_end_60day,pca_0,pca_1,pca_2,pca_3,pca_4,contago,contago_next,status_change
2020-03-23,0.014239107715264177,0.01653738691853965,0.03077649463380361,0.028039985608339358,0.03256581103732372,0.060605796645663235,0.07912479244991852,0.09189601861012194,0.1710208110600404,0.14471759872009424,0.16807590558435184,0.3127935043044461,-3.8192472540758446,-0.8225910022010751,0.25814032187922,0.1058056911267777,-0.0177435137922597,1,1.0,0
2020-03-24,0.016755256901921485,0.014448133776007403,0.031203390677928766,0.03298769297682324,0.02844543678923506,0.061433129766058414,0.09300796378470187,0.08020118765480219,0.173209151439504,0.16990609708513918,0.14651079565147546,0.31641689273661466,-4.126795244678961,-1.142111206631114,0.3188893336773408,0.2125643708729454,-0.0069358755713282,1,1.0,0
2020-03-25,0.015826003645475817,0.018471679762178998,0.03429768340765449,0.031109212028310716,0.0363098236998672,0.06741903572817787,0.08717697837534286,0.1017505911951483,0.18892756957049106,0.15788382210373278,0.18427769049343648,0.3421615125971691,-4.439580194284014,-1.1879190579368597,0.6301013350196984,0.3322625789702512,0.0144940273797006,1,1.0,0
2020-03-26,0.01572635626247535,0.01325749902397206,0.028983855286447424,0.030996902090856017,0.02613074461477311,0.057127646705628976,0.08777952655604661,0.07399914946721063,0.16177867602325735,0.16135819752390815,0.1360268145067692,0.29738501203067713,-4.423656360983524,-0.9758444948394374,0.891138317352158,0.3738422399159494,0.0077898333708016,1,1.0,0
2020-03-27,0.014160785641758575,0.011788575939024744,0.025949361580783536,0.0279541079366312,0.023271245858485216,0.05122535379511639,0.07963979921258503,0.06629856877557046,0.14593836798815518,0.14765709610118116,0.1229216326240838,0.270578728725265,-5.159201912821657,-1.4464303298115584,0.8669227291892629,0.3027430441855014,-0.0122875562831438,1,1.0,0
2020-03-30,0.01906626987525438,0.016422684157247066,0.03548895403250141,0.037455897775334576,0.03226254443134729,0.06971844220668189,0.10471565322137465,0.09019656757331528,0.19491222079469006,0.1890209459214041,0.162812721852857,0.3518336677742613,-5.996728654464761,-1.8037630174774824,0.9280884855798288,0.1504136150926693,-0.0378047534868557,1,1.0,0
2020-03-31,0.015118487866387169,0.012671544786261037,0.027790032652648122,0.029816832461308763,0.024990946929152377,0.05480777939046089,0.08463748082176333,0.0709388159918915,0.1555762968136547,0.15610737580563971,0.130841233691419,0.2869486094970588,-5.8893879047058855,-1.7804267647366914,0.8801313072251921,0.1974431651403178,-0.0274198309731481,1,1.0,0
2020-04-01,0.015748911883924323,0.013303517645268588,0.02905242952919318,0.03104027961517947,0.026220535781657638,0.05726081539683703,0.08789043858202442,0.07424335148638866,0.16213379006841322,0.1615308672459703,0.1364493470089079,0.2979802142548784,-4.817110506660858,-1.5968534495244775,0.2003325569949299,0.2156915462684171,-0.0303755639405732,1,1.0,0
2020-04-02,0.015298254640938326,0.012824564681134914,0.028122819322073278,0.03016627923066648,0.025288466446858036,0.05545474567752451,0.0855730158749049,0.07173607073520323,0.15730908661010812,0.15768461878405649,0.13218740570605375,0.2898720244901103,-3.216447600067337,-0.8952110312492885,-0.025283545049438,0.1732926202643694,-0.0401475372196098,1,1.0,0
2020-04-03,0.020226543433408385,0.02458487180345902,0.04481141523686727,0.03954670683021577,0.048068060707988074,0.08761476753820374,0.1085490681768992,0.13193875336633837,0.24048782154323756,0.1909934074173874,0.23214784335847538,0.42314125077586273,-1.9490889032338872,-0.4998073768880963,-0.2296341756708291,0.2077721877968806,-0.0236021593623203,1,1.0,0
2020-04-06,0.018727664386622336,0.0158402773699901,0.03456794175661271,0.03680795196149054,0.031132988954445804,0.06794094091593639,0.10309145967159578,0.08719706216231206,0.19028852183390788,0.18656579786858402,0.15780152425749866,0.3443673221260828,-2.460526320271643,-0.8352462973910354,-0.2206327174000378,0.2630003995492866,-0.0058731119931953,1,1.0,0
2020-04-07,0.015869149635609377,0.018561563759729942,0.03443071339533943,0.03119191312828734,0.03648403963747931,0.06767595276576666,0.08738577210706028,0.10221194064606501,0.1895977127531252,0.15820340169545624,0.1850447311295781,0.3432481328250345,-3.155428260342869,-1.368204363322974,-0.3555741866101936,0.226379420804229,-0.01406886582877,1,1.0,0
2020-04-08,0.014972780296900103,0.01249294154917574,0.027465721846075875,0.029534322374903138,0.02464275544072253,0.05417707781562586,0.08388940511655395,0.06999537921044705,0.1538847843270008,0.15486950721942638,0.12921953458720767,0.28408904180663397,-2.7020236037287786,-1.1086662120222848,-0.441632199506437,0.094252603204092,-0.0340808308380346,1,1.0,0
2020-04-09,0.01698037552786613,0.02005071708497781,0.037031092612844096,0.03333194919695899,0.03935893420862788,0.0726908834055866,0.09290318592988775,0.1097016667456093,0.20260485267549688,0.16698373556136645,0.19717724346196816,0.36416097902333466,-3.2082603610160194,-1.3940425159762726,-0.3859034534169658,0.0693748187981154,-0.034472932212477,1,1.0,0
2020-04-13,0.020817883484154334,0.025451443259592733,0.04626932674374684,0.04067253751526709,0.04972526537490744,0.09039780289017463,0.11131985478547811,0.1360969749828433,0.24741682976832147,0.1950973040096637,0.23852126787437347,0.4336185718840371,-3.622618261130547,-1.8388010771489376,-0.2985202584579379,0.0880727964139126,-0.0418834164395163,1,1.0,0
2020-04-14,0.01760246883353491,0.014908077787234872,0.0325105466207698,0.03463267178341656,0.029331485816541793,0.06396415759995877,0.09739396290146644,0.0824859733411923,0.17987993624265863,0.17726870596579772,0.15013437505685767,0.32740308102265514,-4.469074258580476,-2.362572010563782,-0.3419829672771793,0.0872114035798067,-0.0375533798458084,1,1.0,0
2020-04-15,0.020144471469855603,0.017118251848968008,0.03726272331882363,0.03953830507292604,0.03359863101558599,0.07313693608851213,0.11015127459065711,0.09360370972002546,0.20375498431068295,0.19785867795529344,0.16813519703462568,0.3659938749899192,-4.314918968340921,-2.1507972344711823,-0.3608044363414956,0.1176359757715003,-0.0320454426805264,1,1.0,0
2020-04-16,0.01454856917307928,0.012268253111055616,0.026816822284134734,0.028706991952155658,0.024207510658695273,0.05291450261085062,0.08164430524137366,0.06884752650665342,0.15049183174802705,0.1510018094351781,0.12733406263799985,0.2783358720731779,-4.26633230233846,-2.0865841583143143,-0.4465695572452738,0.0633398283122576,-0.0237257574257719,1,1.0,0
2020-04-17,0.02040689614129305,0.024916609589520588,0.045323505730813896,0.039888880208378094,0.0487039110815181,0.0885927912898965,0.10937811407062759,0.13354954849901,0.24292766256963727,0.19218525855380267,0.2346562173439253,0.4268414758977279,-4.145743427550926,-1.8715928114766585,-0.3947011633056341,0.0242264496701221,-0.0371525381835543,1,1.0,0
2020-04-20,0.025951284523037278,0.021150113698370863,0.04710139822140835,0.05068022725939792,0.04130402746900671,0.09198425472840466,0.13848414360531056,0.11286359949056728,0.2513477430958777,0.24216061026086114,0.1973591879715036,0.43951979823236487,-4.861157762171883,-1.8069381658961128,-0.0776788530747957,0.0037688946891891,-0.044492572855192,1,1.0,0
2020-04-21,0.012985190668965363,0.015533616668863437,0.028518807337828633,0.025600059186997513,0.030624233116687858,0.05622429230368531,0.07256306809468173,0.08680403028608218,0.15936709838076402,0.13356197057750782,0.15977435413771499,0.293336324715223,-5.4771816310593415,-1.6046515052397126,-0.0915912541643599,-0.0073687720041025,-0.0241694090494979,1,1.0,0
